,is_quote_status,retweet_count,favorite_count,is-spam,user_followers_count,user_friends_count,user_listed_count,user_favourites_count,user_geo_enabled,user_verified,user_statuses_count,user_is_translation_enabled,user_profile_background_tile,user_profile_use_background_image,user_has_extended_profile,user_default_profile,user_default_profile_image,is_replying_to_others,is_quoting_status,hashtag_count,user_mention_count,media_count,has_symbols,has_url,user_is_regular_translator,user_profile_background_color_r,user_profile_background_color_g,user_profile_background_color_b,user_profile_link_color_r,user_profile_link_color_g,user_profile_link_color_b,user_profile_sidebar_border_color_r,user_profile_sidebar_border_color_g,user_profile_sidebar_border_color_b,user_profile_sidebar_fill_color_r,user_profile_sidebar_fill_color_g,user_profile_sidebar_fill_color_b,user_profile_text_color_r,user_profile_text_color_g,user_profile_text_color_b,vec_0,vec_1,vec_2,vec_3,vec_4,vec_5,vec_6,vec_7,vec_8,vec_9
0,False,247,0,0,1452,1085,14,40794,True,False,11463,False,False,False,True,False,False,0.0,0.0,1,1,1,0.0,0.0,0.0,0,0,0,25,207,134,0,0,0,0,0,0,0,0,0,-0.1156598209701088,-0.02937106632447227,1.6234875555647434,0.6703328738299439,0.016762713374871403,1.0355763885172686,1.1660631926232874,1.1133703915830182,-2.239289919650515,-1.700471560509875
1,False,2543,0,0,176,1297,0,7620,False,False,3444,False,False,False,True,False,False,0.0,0.0,2,1,1,0.0,0.0,0.0,0,0,0,152,28,235,0,0,0,0,0,0,0,0,0,-0.10027307176467216,-0.05771277145887277,0.37803876590556973,0.1887268002328978,-0.10111510340294504,0.31438692737439017,0.27336360909877666,0.28094197829372125,-0.5639974943729837,-0.4380166326443859
2,False,816,0,0,48,130,0,8648,False,False,2580,False,False,True,True,True,False,0.0,0.0,0,1,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.15958233084285992,-0.2657923427754657,1.8237021673117384,0.894952631048825,-0.12599362162794348,1.4839863630832233,1.1021259805540526,1.20065902819635,-2.441062250574846,-2.0281644808489645
3,False,2687,0,0,21,102,1,16040,False,False,5034,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.015041830571298556,-0.10124035514525953,0.6129187671771965,0.2768490987561376,-0.13914317957848496,0.4822826963786448,0.3339608684177591,0.3071989715029704,-0.7945772774061408,-0.6903440804147101
4,False,0,0,0,155,401,3,8729,False,False,7555,False,False,True,True,True,False,1.0,0.0,0,0,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.04196681008804781,-0.13303179340520993,0.6725383191638241,0.46705301306002156,-0.05530595909242485,0.5754100105833708,0.4442807447714361,0.43701105549578895,-1.0209323283834701,-0.9343174220731354
5,False,912,0,0,108,173,1,11245,False,False,1717,False,False,True,True,True,False,0.0,0.0,1,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.11105710060535089,-0.14874565325834976,0.9362709389903819,0.48357177450659783,-0.07648561553806255,0.7968007343566565,0.5492599016594839,0.7076612384460612,-1.1811804980140077,-1.1440267092971115
6,False,2978,0,0,219,255,0,208,True,False,159,False,False,True,False,True,False,0.0,0.0,3,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.08450692967390619,-0.0853841900988259,0.5011432665416141,0.2624511724639325,-0.06614824730141022,0.42375389618654924,0.2997641228095135,0.29146744647116296,-0.6523344913809979,-0.5639944686522895
7,False,744,0,0,69,258,0,7051,False,False,3549,False,False,True,True,True,False,0.0,0.0,6,1,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.10310229707993518,-0.10054979024388663,0.7914923194440355,0.33544823231968096,-0.05736477833139442,0.6051944004976365,0.4984857354396394,0.542988260987716,-1.1454667302739086,-0.9730130577064777
8,False,56,0,0,436,739,1,36516,False,False,18234,False,False,True,True,True,False,0.0,0.0,0,1,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.008905301387597696,-0.1321446358990431,1.1753410145829384,0.5693278123662462,-0.12128805192030723,0.9256961797124855,0.7213077116858275,0.8525819113736418,-1.557917559003094,-1.368066390518056
9,False,46,0,1,20,440,0,710,False,False,1508,False,False,True,True,True,False,0.0,0.0,0,2,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.11629453013751831,-0.23086336883688802,1.3781632419731809,0.5955006746692217,-0.152683680559234,1.0282984949295833,0.931097606737781,0.8592277197910652,-1.8555091532636747,-1.5467467280623108
10,False,74,0,0,145,443,1,6399,False,False,5020,False,False,True,True,True,False,0.0,0.0,3,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.07782304938162195,-0.08166733230194326,0.45793686723225635,0.1852569103495781,-0.05708219397916069,0.32867240408182297,0.28173822918093605,0.27377145620406496,-0.5790572134757064,-0.5487823672087099
11,False,2435,0,0,58,97,0,25632,False,False,19048,False,False,True,False,True,False,0.0,0.0,1,2,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,0.027032863366612515,-0.21811933856538607,2.037783733180746,0.8038353091612072,-0.29563661424821597,1.3424764204894666,1.2739777635176501,1.5119893906757829,-2.682495405628244,-2.3640554582991857
12,False,466,0,0,92,4960,0,16383,False,False,14352,False,False,True,True,True,True,0.0,0.0,3,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.08815364050514737,-0.15423552666205473,0.701792976458882,0.42037372844833365,-0.04125788042133018,0.6010013540750426,0.43432937293539897,0.4542266918219244,-1.035339524851437,-0.7966511537675014
13,False,112,0,0,55,518,0,24528,False,False,2306,False,False,True,True,True,False,0.0,0.0,3,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.06135580969980899,-0.03412276521761083,1.1459752291364533,0.6027943941894128,-0.15708775680406714,0.7924533187934237,0.6924960992587944,0.6901440481632649,-1.5867675251603355,-1.2911877271058638
14,False,12299,0,0,36,92,0,6789,False,False,555,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.059227170335524326,-0.19863946020575812,1.168009989589067,0.7026240853954205,-0.2075942118202129,1.0042985895106191,0.7160904533478163,0.8750479501081203,-1.6575358731221126,-1.4607141644862938
15,False,4068,0,0,67,578,0,12133,False,False,21763,False,False,True,False,True,False,0.0,0.0,1,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.12909665877152077,-0.16714516453531536,0.8885308092710268,0.39543670272967707,-0.11105317956024117,0.7140883905914919,0.5918897206102283,0.49018427223908173,-1.26676608426183,-1.1447416788903593
16,False,1341,0,0,513,1084,7,65119,True,False,29483,False,False,True,True,True,False,0.0,0.0,2,1,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.10142119935523244,-0.4434730725732626,1.5357319461605279,0.5478741394071067,-0.33513202240221024,1.0401822177360898,0.9645466349291826,0.6578210020600318,-1.7641734206357687,-1.6902971551872978
17,False,364,0,0,470,2021,6,23006,False,False,26015,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.24643228653285051,-0.11924363130487628,0.8979848418109235,0.4877308368633383,-0.12153531982216367,0.8098702869763545,0.5535835095908218,0.5659202818777563,-1.3291833127590087,-1.1832544643631877
18,False,239,0,0,9,35,0,660,False,False,1735,False,False,True,True,True,False,0.0,0.0,1,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.044401905347434684,-0.03508397499387107,0.2659870413817586,0.12968767971379722,-0.036895946585843824,0.2131037713818787,0.1489560118128262,0.15560742286868234,-0.3439962421979057,-0.30037350894456005
19,False,41,0,0,37,189,0,2266,False,False,1045,False,True,True,True,False,False,0.0,0.0,1,1,0,0.0,0.0,0.0,53,39,38,208,43,85,130,157,94,153,204,51,62,68,21,-0.19670481318298833,-0.23522878570702335,1.757250283531698,0.928398132124765,-0.08709665120353942,1.4821664182719323,0.9638355926424946,1.1689476351808787,-2.3829814782564505,-2.100095162099988
20,False,1301,0,0,4228,4502,11,180805,False,False,54466,False,False,True,True,True,False,0.0,0.0,1,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.01581564882773967,-0.14154730435059173,0.7212306597349445,0.44168400809859165,-0.1850463914011617,0.5403347034556722,0.39750370352020387,0.47058494156528785,-0.9779996099179096,-0.8074907756033123
21,False,9,0,0,295,369,0,57262,False,False,80023,False,False,True,True,True,False,0.0,0.0,0,1,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.09760422239605604,-0.3729655916053561,2.07830045713973,1.0268277206412906,-0.1098836320963381,1.7285964150928275,1.2765617772491284,1.4482970129781798,-2.871067320748386,-2.415796664414824
22,False,377,0,0,347,492,3,21821,False,False,29163,False,False,False,True,False,False,0.0,0.0,3,1,1,0.0,0.0,0.0,0,0,0,27,149,224,0,0,0,0,0,0,0,0,0,-0.0578134854861756,-0.06141384874685143,0.6598174319611639,0.33490637425728964,-0.07613355433766009,0.47922326685997463,0.4348040561912955,0.42389664476040534,-0.8048952242954405,-0.8090263942497774
23,False,517,0,0,665,1048,19,66181,True,False,87327,False,False,False,True,False,False,0.0,0.0,3,1,0,0.0,0.0,1.0,0,0,0,77,91,183,0,0,0,0,0,0,0,0,0,-0.19109921524221857,-0.11518253397346324,1.2771836431515686,0.6866381866618501,-0.19172009150646557,1.1051804802188283,0.6485238577653111,0.9445533717466873,-1.7369994983821,-1.4665892832034264
24,False,41,0,0,44,328,1,35299,False,False,9729,False,False,False,False,False,False,0.0,0.0,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04870538669865163,-0.10555447512745578,0.864779252294918,0.41134612021800665,-0.005188528959219001,0.6990390159576834,0.5882612839502548,0.49335890596747023,-1.2407644405214333,-1.065304039495479
25,False,2255,0,0,106,104,0,2614,False,False,2108,False,False,True,True,True,False,0.0,0.0,1,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.12999206733526367,-0.2967599922489565,1.6645360213885136,0.8312684970980009,-0.1385308587277839,1.442086049066929,1.1961246783288357,1.0631960344585005,-2.3279739750260737,-2.006792359138153
26,False,3365,0,0,38,48,0,854,False,False,378,False,False,True,False,True,False,0.0,0.0,1,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.099586939429435,-0.07455390367956237,0.7115796582354279,0.34232747500970884,-0.09202711008982417,0.5733642503184292,0.40732172936534844,0.45938953415563877,-1.006641143806659,-0.7426235076345703
27,False,8,0,0,71,447,1,72014,False,False,14293,False,False,True,True,True,False,0.0,0.0,0,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.17430871431708378,-0.26808921448188705,1.6353253054072026,0.7727430038593922,-0.14787058827068705,1.49314297176218,0.9342218000452172,1.0913059523429824,-2.266417372901135,-2.1221724570879443
28,False,8,0,0,136,1345,4,104684,True,False,31046,False,False,True,True,True,False,0.0,0.0,0,1,0,0.0,0.0,0.0,192,222,237,29,161,242,192,222,237,221,238,246,51,51,51,-0.0584508598667608,-0.1729624240801334,0.9046747391359002,0.42110105780139384,-0.13506860833859474,0.8701628492162802,0.5982280050313128,0.672779687065055,-1.2727905207586274,-1.168884016650671
29,False,1,0,0,1656,775,0,93784,False,False,66403,False,False,False,True,False,False,0.0,0.0,2,1,1,0.0,0.0,0.0,0,0,0,238,180,180,0,0,0,0,0,0,0,0,0,-0.037964085941275275,-0.15903260582988527,0.7454037867078109,0.31689527995997746,-0.05358877122437593,0.6511565347084476,0.41758826740987953,0.5643954129546075,-1.0775193895647364,-0.9335909036731076
30,False,0,0,0,27,38,1,364,False,False,168,False,False,True,True,True,False,0.0,0.0,0,0,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.17128938717716916,-0.34466173876622636,1.4417855928665637,0.7506875103415003,0.11768830620246332,1.3329699636221615,0.7991990063729484,1.057797500487073,-1.842270498322833,-1.6289088711357889
31,False,5,0,0,365,310,6,33221,False,False,7209,False,False,True,True,True,False,0.0,0.0,3,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.029769852330424517,-0.05380364822609914,0.26449522811357085,0.1553014329739045,0.011219944233032417,0.2505654839900737,0.16208889559275366,0.21704252149816602,-0.374672513080431,-0.34336788466843365
32,False,1977,0,0,89,227,4,50913,False,False,21710,False,False,True,True,True,False,0.0,0.0,4,1,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.09294138406759007,-0.19891832581440325,1.1101367529386137,0.5845468237226142,-0.05536214409729738,1.0013116323237068,0.7451142097089187,0.7451992002411381,-1.5954047497639428,-1.3082176746179763
33,False,945,0,0,21,359,2,41421,False,False,4588,False,False,True,True,True,False,0.0,0.0,6,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.10069371394059426,-0.10231546036469694,0.7525063280286006,0.3978977243069909,-0.053578814331612,0.6479287514119376,0.47631197644622414,0.5261359119886897,-1.1260511906540005,-0.9743974249992295
34,False,223,0,0,225,243,0,45285,False,False,193994,False,True,True,True,False,False,0.0,0.0,3,1,1,0.0,0.0,0.0,26,27,31,232,28,79,255,255,255,221,238,246,51,51,51,-0.13176810428903551,-0.07565159985780576,0.7398698835395016,0.41504194677720524,-0.13803805271352063,0.6645669352572976,0.4701185589246478,0.4179733718629275,-1.049486579819256,-0.8944900896988967
35,False,287,0,0,84,50,0,791,False,False,1348,False,False,True,True,True,False,0.0,0.0,3,1,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.2545746736528464,-0.1741879823008785,1.5564551842845433,0.7404322288906242,-0.1376310561556185,1.3371696285437051,1.0182396488290657,0.9330665925783539,-2.145226189405339,-1.774058991825526
36,False,4062,0,0,1,79,0,1309,False,False,7,False,False,True,True,True,False,0.0,0.0,3,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.1324821995164568,-0.19088656347362315,0.8443065408609273,0.48040179931271565,-0.07147253496185321,0.755364277753043,0.47202835268477583,0.5937340528639745,-1.1498393881079676,-1.0298712464136228
37,False,2869,0,0,36,92,0,6789,False,False,555,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.0710519216366875,-0.022880183965503963,0.4409775278600455,0.20977551870552977,-0.028110309795643284,0.3568758604952136,0.28374531137624404,0.3038037478330604,-0.6065815784519808,-0.47865850786979935
38,False,471,0,0,39,350,1,4690,False,False,1627,False,False,False,False,False,False,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,245,142,168,0,0,0,0,0,0,0,0,0,-0.09005989750165941,-0.18473026226996872,1.3203895363975044,0.6665383350340879,-0.013615898980703235,1.0949009715772458,0.8929426767294166,0.8497369925204952,-1.8156639334116431,-1.5559867017695501
39,False,1214,0,0,92,712,2,2582,False,False,1566,False,True,True,False,False,False,0.0,0.0,0,1,0,0.0,0.0,0.0,139,84,43,157,88,46,217,177,126,234,222,170,51,51,51,-0.1296276515205442,-0.1621654320510634,1.2250441343183736,0.6586874822459885,-0.1276691377202994,0.9363447385348859,0.7710948343502368,0.8513692595113435,-1.7309882114325663,-1.5075209375179628
40,False,656,0,0,391,2953,2,46265,False,False,10618,False,True,True,True,False,False,0.0,0.0,3,1,1,0.0,0.0,0.0,178,223,218,255,127,174,0,0,0,221,238,246,51,51,51,-0.2456333943629346,-0.2809875175184726,1.7392483232094447,0.8688390405078651,-0.09033369041396981,1.4241629654906653,1.1397229912766529,1.2180819267751493,-2.450544907509273,-2.1680744023171092
41,False,111,0,0,339,449,2,25086,False,False,10006,False,False,True,True,True,False,0.0,0.0,1,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,0.013360468722488535,-0.10117847202047901,0.8048276430191036,0.3756411123414639,-0.0670893481632389,0.5518230945066731,0.46695323120476084,0.5672123979442957,-1.0182036817140396,-0.9513499280336725
42,False,282,0,0,92,4960,0,16383,False,False,14352,False,False,True,True,True,True,0.0,0.0,3,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.047925241320315545,-0.15925206160194424,0.6409782461864514,0.41923537504912217,-0.001461353549968528,0.5443139722834365,0.3948920600493489,0.44418674537327446,-1.0344521777814224,-0.7062800525498879
43,False,0,0,0,1099,1711,4,48530,False,False,16766,False,False,True,True,True,False,0.0,0.0,0,0,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.06027049716837777,-0.30885324356068894,1.84539338149906,0.743378561870871,-0.18293617258636669,1.4070526940177719,0.9693835802536837,1.1135208048898193,-2.2108128423647107,-2.0481214669174133
44,False,2587,0,0,230,275,1,3457,False,False,2530,False,False,True,True,True,False,0.0,0.0,4,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.040141867060344685,-0.02157218599465734,0.48176393231762604,0.18350580298172076,-0.048475833166740784,0.37836420927014736,0.35603642574628236,0.32835316875441867,-0.6748785743189,-0.6140451625652092
45,False,0,0,0,1254,974,2,39258,False,False,9526,False,False,True,True,True,False,0.0,0.0,1,0,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.01770225040265414,-0.47103420744868507,1.9684999301571469,0.7410664169286585,-0.30227628546546953,1.4786664066077226,1.3009704082165547,0.9134840056920968,-2.338258097020056,-2.23660123049866
46,False,3725,0,0,8,139,1,95,False,False,4394,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.059559245157025834,-0.014983997210258844,0.5001459014232446,0.2197533609187015,-0.06225096210371654,0.3539580389082858,0.3224013478759348,0.3102616135293732,-0.6590463881269341,-0.5234361199311068
47,False,2,0,0,25,715,1,5739,False,False,4933,False,False,False,True,False,False,0.0,0.0,0,1,1,0.0,0.0,0.0,0,0,0,152,28,235,0,0,0,0,0,0,0,0,0,-0.17905804848635554,-0.2565387646915082,1.2645981401838537,0.6043344293957986,-0.1911101349114644,1.075642673125269,0.8133923249452923,0.804687112498268,-1.8138732893188516,-1.543893381749367
48,False,129,0,0,12,114,0,7456,False,False,1956,False,False,True,True,True,False,0.0,0.0,1,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.14167036201661568,-0.14601015370628512,0.8755307275992753,0.4359989365898185,-0.08449772437897322,0.7226898320749098,0.522722534224507,0.611697660351446,-1.2307620007393778,-1.0845372848696295
49,False,11987,0,0,132,1440,3,21294,True,False,22711,False,True,True,True,False,False,0.0,0.0,2,1,1,0.0,0.0,0.0,48,63,125,25,207,134,24,26,30,63,186,72,44,33,204,-0.13200097716919154,-0.22636258218962216,1.2665768000999762,0.5858207008383922,-0.15604473394563947,0.9884491383288854,0.7178226973391562,0.7978782914885303,-1.5977207602748442,-1.3797347130276152
50,False,342,0,0,1046,694,2,43922,True,False,26460,False,False,True,True,True,False,0.0,0.0,1,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.0781013465971896,-0.06171144390230018,0.4678615916764472,0.22811594104931313,-0.06489863643878221,0.374841831214929,0.2620082407567391,0.273707832388426,-0.6050769562658335,-0.5283461452189347
51,False,823,0,0,118,148,0,2160,False,False,3137,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.0760223025650958,-0.11605007226507852,1.0966359033619524,0.5104840805202375,-0.006194128384844005,0.9055800025222618,0.6475406242383548,0.7606053758232718,-1.6403062462238507,-1.3051575605444183
52,False,0,0,0,154,138,0,26418,True,False,35764,False,False,False,False,False,False,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,153,51,0,0,0,0,0,0,0,0,0,0,-0.056327208790471955,-0.14110017258227844,0.5826734626994448,0.298895560960391,-0.015348331036225115,0.5750041723648456,0.4031211514317705,0.4733361040089795,-0.8386236958086644,-0.7120203488308394
53,False,2022,0,0,79,379,0,32892,False,False,5594,False,False,True,True,False,False,0.0,0.0,1,1,1,0.0,0.0,0.0,178,223,218,147,166,68,238,238,238,255,255,255,51,51,51,-0.010442469099480284,-0.4853249252243589,1.5798549584066408,0.5392130887553681,-0.31307306721214234,1.0365192382716273,1.0122308245103278,0.5209385351315204,-1.721330534956293,-1.676056443200172
54,False,5,0,0,1123,3271,65,58923,True,False,54383,False,False,True,True,False,False,0.0,0.0,1,1,1,0.0,0.0,0.0,235,235,235,153,0,0,223,223,223,243,243,243,51,51,51,-0.08134205022665433,-0.23091629895490784,1.5101977101302984,0.7963998788921203,-0.0950968411790322,1.3017909843271847,1.0487075435007316,1.0470692302080868,-2.08991027151291,-1.9365560197564833
55,False,2955,0,0,38,227,1,26448,False,False,7492,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.04502497763497251,-0.21544214695043767,1.4006174571386354,0.7134699037418708,-0.16068809320531857,1.0967916719308335,0.855487247757637,0.9925643890600542,-1.8726878093581945,-1.7581193739145393
56,False,1311,0,0,527,2316,1,20752,False,False,13297,False,False,True,True,True,False,0.0,0.0,3,1,1,0.0,0.0,0.0,192,222,237,29,161,242,192,222,237,221,238,246,51,51,51,-0.027574911556540994,-0.06360253272097677,0.35226298308489706,0.17206055327687,-0.06229005109006645,0.2884800832408775,0.17627587881773857,0.20309951916783542,-0.4330363295281475,-0.35304313661393316
57,False,113,0,0,97,362,4,14840,False,False,3005,False,False,False,True,False,False,0.0,0.0,1,1,1,0.0,0.0,0.0,0,0,0,27,149,224,0,0,0,0,0,0,0,0,0,-0.15978695855425695,-0.1630820719155266,0.9382729456399606,0.5589391679450698,-0.013701450204782327,0.8395041244679377,0.5507507720521313,0.6790555670902962,-1.3574466285179807,-1.2060692871874226
58,False,1025,0,0,672,503,1,147482,False,False,208325,False,False,True,True,True,False,0.0,0.0,0,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.20540803490344778,-0.22823476378316143,1.3739330926640272,0.7012113228156724,0.08348983568104384,1.2359928483003093,0.8143914610703338,1.0264444799862003,-1.8178285671154892,-1.606444695823663
59,True,0,0,0,129,147,0,27587,False,False,21080,False,False,True,True,False,False,0.0,1.0,0,0,0,0.0,1.0,0.0,192,222,237,34,34,68,192,222,237,221,238,246,51,51,51,-0.06813039970230934,-0.1363709213000182,0.850014787552619,0.3937711055428904,-0.003703420941479004,0.651615419475411,0.571936042385901,0.5363120438650562,-1.0735029231918753,-0.9868430797208156
60,False,513,0,0,1025,817,35,174041,True,False,93859,False,False,True,False,True,False,0.0,0.0,0,1,1,0.0,0.0,0.0,192,222,237,29,161,242,192,222,237,221,238,246,51,51,51,-0.004299471377083801,-0.1589693875104543,0.6386707988177244,0.3910723070186922,-0.08514960771490221,0.5337396320721982,0.38601968359425376,0.4417703797969833,-0.9050979132707082,-0.8902818037749957
61,False,87,0,0,172,592,7,100851,False,False,16384,False,True,True,True,False,False,0.0,0.0,0,1,0,0.0,0.0,0.0,192,222,237,59,148,217,255,255,255,221,238,246,51,51,51,-0.27562280931326777,-0.30413164753391014,1.6382008121822345,0.8865349488521265,-0.1338118844269477,1.326457638728306,0.8712245373901876,1.0552859138586472,-2.2114292655036727,-1.8962019548609241
62,False,392,0,0,10,5,0,1802,False,False,767,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.26243498134551996,-0.18054049156661298,0.9890386567635031,0.36926159428130967,-0.17277798354942905,0.7479526624937389,0.5865153619614906,0.6830680004851198,-1.2644194141043514,-1.16021514004058
63,False,0,1,0,671,201,28,43539,True,False,296723,False,False,True,True,False,False,0.0,0.0,0,0,0,0.0,0.0,0.0,29,30,31,240,12,12,0,0,0,15,14,15,8,255,8,-0.19182036167233973,-0.13059217276315763,1.4040968478187899,0.6553247927472737,0.011773321842687335,1.2288853184680042,0.821420847277261,0.8629300081244291,-1.8579393149586845,-1.7625470918239095
64,False,0,0,0,6,50,0,23,False,False,837,False,False,True,False,True,False,1.0,0.0,0,2,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.03929060135077686,-0.0738873729650186,0.7674877613982758,0.4068369083371078,-0.05458771864396175,0.5715722576685044,0.5156165942039929,0.47202251423991193,-1.0461794159116289,-0.9258784358178631
65,False,9,0,0,195,125,6,23157,False,False,38092,False,False,False,True,False,False,0.0,0.0,3,1,1,0.0,0.0,0.0,0,0,0,94,105,115,0,0,0,0,0,0,0,0,0,-0.05316290652063431,-0.04674601123134682,0.7688573004987898,0.3402995440188729,-0.07538986327576416,0.6197969231537693,0.5846403569982503,0.5010668550100059,-1.0931136332088243,-0.8801515418413144
66,False,171,0,0,149,603,1,14173,False,False,9663,False,False,True,True,True,False,0.0,0.0,4,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51,-0.04871397299255008,-0.057782393761527454,0.5408232446804238,0.3134852352589837,-0.07406185575527813,0.4864986701310474,0.33185344072918954,0.36944194423853605,-0.8430846843984464,-0.6146806837547889
67,False,297,0,0,1852,1282,34,189132,False,False,119109,False,False,False,True,False,False,0.0,0.0,2,1,0,0.0,0.0,0.0,0,0,0,232,28,79,0,0,0,0,0,0,0,0,0,-0.28071645184503063,-0.23417518205588683,1.9129126466408135,0.8799052369256629,-0.011841279534810137,1.5280941650506341,1.1764678612221076,1.2135754136130052,-2.535120690216139,-2.2704419110915763
68,False,1,0,0,1758,7,6,34,False,False,79497,False,False,False,True,False,False,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,250,184,30,0,0,0,0,0,0,0,0,0,-0.10340725589515654,-0.19002236121685434,0.8891463368740199,0.42710681598817524,-0.09085324530898578,0.7203311291204824,0.5590907170298998,0.5542544480812653,-1.187786691146378,-0.9893790965997189
69,False,234,0,0,10,405,0,2522,False,False,723,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,192,222,237,29,161,242,192,222,237,221,238,246,51,51,51,-0.1947232221666153,-0.11463346226567536,1.091672245908288,0.5934977560096124,-0.013932731624161896,0.9412544824627221,0.6305511416581266,0.6461586031871186,-1.4994188124504293,-1.2770160138423647
70,False,479,0,0,31,754,0,57444,False,False,19691,False,False,False,True,False,False,0.0,0.0,1,1,1,0.0,0.0,0.0,0,0,0,171,184,194,0,0,0,0,0,0,0,0,0,-0.11119433133426096,-0.08864414407630997,0.6275243794846581,0.2895940736895007,-0.08634219765485796,0.4860156210836762,0.4027547018582784,0.3801839051417467,-0.8192959186838837,-0.7432281444319839
71,False,42,0,0,63,196,0,19520,False,False,9455,False,False,False,True,False,False,0.0,0.0,3,1,1,0.0,0.0,0.0,0,0,0,245,171,181,0,0,0,0,0,0,0,0,0,-0.14055466726800014,-0.1561294036053854,1.514131936048281,0.7294771450887388,-0.07508382671017118,1.2123610042919652,0.8725859263510221,0.9818458544709754,-2.0510796079620186,-1.8142995719741362
