,is_quote_status,retweet_count,favorite_count,is-spam,user_followers_count,user_friends_count,user_listed_count,user_favourites_count,user_geo_enabled,user_verified,user_statuses_count,user_is_translation_enabled,user_profile_background_tile,user_profile_use_background_image,user_has_extended_profile,user_default_profile,user_default_profile_image,is_replying_to_others,is_quoting_status,hashtag_count,user_mention_count,media_count,has_symbols,has_url,user_is_regular_translator,user_profile_background_color_r,user_profile_background_color_g,user_profile_background_color_b,user_profile_link_color_r,user_profile_link_color_g,user_profile_link_color_b,user_profile_sidebar_border_color_r,user_profile_sidebar_border_color_g,user_profile_sidebar_border_color_b,user_profile_sidebar_fill_color_r,user_profile_sidebar_fill_color_g,user_profile_sidebar_fill_color_b,user_profile_text_color_r,user_profile_text_color_g,user_profile_text_color_b
34,False,223,0,0,225,243,0,45285,False,False,193994,False,True,True,True,False,False,0.0,0.0,3,1,1,0.0,0.0,0.0,26,27,31,232,28,79,255,255,255,221,238,246,51,51,51
35,False,287,0,0,84,50,0,791,False,False,1348,False,False,True,True,True,False,0.0,0.0,3,1,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
36,False,4062,0,0,1,79,0,1309,False,False,7,False,False,True,True,True,False,0.0,0.0,3,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
37,False,2869,0,0,36,92,0,6789,False,False,555,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
38,False,471,0,0,39,350,1,4690,False,False,1627,False,False,False,False,False,False,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,245,142,168,0,0,0,0,0,0,0,0,0
39,False,1214,0,0,92,712,2,2582,False,False,1566,False,True,True,False,False,False,0.0,0.0,0,1,0,0.0,0.0,0.0,139,84,43,157,88,46,217,177,126,234,222,170,51,51,51
40,False,656,0,0,391,2953,2,46265,False,False,10618,False,True,True,True,False,False,0.0,0.0,3,1,1,0.0,0.0,0.0,178,223,218,255,127,174,0,0,0,221,238,246,51,51,51
41,False,111,0,0,339,449,2,25086,False,False,10006,False,False,True,True,True,False,0.0,0.0,1,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
42,False,282,0,0,92,4960,0,16383,False,False,14352,False,False,True,True,True,True,0.0,0.0,3,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
43,False,0,0,0,1099,1711,4,48530,False,False,16766,False,False,True,True,True,False,0.0,0.0,0,0,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
44,False,2587,0,0,230,275,1,3457,False,False,2530,False,False,True,True,True,False,0.0,0.0,4,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
45,False,0,0,0,1254,974,2,39258,False,False,9526,False,False,True,True,True,False,0.0,0.0,1,0,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
46,False,3725,0,0,8,139,1,95,False,False,4394,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
47,False,2,0,0,25,715,1,5739,False,False,4933,False,False,False,True,False,False,0.0,0.0,0,1,1,0.0,0.0,0.0,0,0,0,152,28,235,0,0,0,0,0,0,0,0,0
48,False,129,0,0,12,114,0,7456,False,False,1956,False,False,True,True,True,False,0.0,0.0,1,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
49,False,11987,0,0,132,1440,3,21294,True,False,22711,False,True,True,True,False,False,0.0,0.0,2,1,1,0.0,0.0,0.0,48,63,125,25,207,134,24,26,30,63,186,72,44,33,204
50,False,342,0,0,1046,694,2,43922,True,False,26460,False,False,True,True,True,False,0.0,0.0,1,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
51,False,823,0,0,118,148,0,2160,False,False,3137,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
52,False,0,0,0,154,138,0,26418,True,False,35764,False,False,False,False,False,False,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,153,51,0,0,0,0,0,0,0,0,0,0
53,False,2022,0,0,79,379,0,32892,False,False,5594,False,False,True,True,False,False,0.0,0.0,1,1,1,0.0,0.0,0.0,178,223,218,147,166,68,238,238,238,255,255,255,51,51,51
54,False,5,0,0,1123,3271,65,58923,True,False,54383,False,False,True,True,False,False,0.0,0.0,1,1,1,0.0,0.0,0.0,235,235,235,153,0,0,223,223,223,243,243,243,51,51,51
55,False,2955,0,0,38,227,1,26448,False,False,7492,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
56,False,1311,0,0,527,2316,1,20752,False,False,13297,False,False,True,True,True,False,0.0,0.0,3,1,1,0.0,0.0,0.0,192,222,237,29,161,242,192,222,237,221,238,246,51,51,51
57,False,113,0,0,97,362,4,14840,False,False,3005,False,False,False,True,False,False,0.0,0.0,1,1,1,0.0,0.0,0.0,0,0,0,27,149,224,0,0,0,0,0,0,0,0,0
58,False,1025,0,0,672,503,1,147482,False,False,208325,False,False,True,True,True,False,0.0,0.0,0,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
59,True,0,0,0,129,147,0,27587,False,False,21080,False,False,True,True,False,False,0.0,1.0,0,0,0,0.0,1.0,0.0,192,222,237,34,34,68,192,222,237,221,238,246,51,51,51
60,False,513,0,0,1025,817,35,174041,True,False,93859,False,False,True,False,True,False,0.0,0.0,0,1,1,0.0,0.0,0.0,192,222,237,29,161,242,192,222,237,221,238,246,51,51,51
61,False,87,0,0,172,592,7,100851,False,False,16384,False,True,True,True,False,False,0.0,0.0,0,1,0,0.0,0.0,0.0,192,222,237,59,148,217,255,255,255,221,238,246,51,51,51
62,False,392,0,0,10,5,0,1802,False,False,767,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
63,False,0,1,0,671,201,28,43539,True,False,296723,False,False,True,True,False,False,0.0,0.0,0,0,0,0.0,0.0,0.0,29,30,31,240,12,12,0,0,0,15,14,15,8,255,8
64,False,0,0,0,6,50,0,23,False,False,837,False,False,True,False,True,False,1.0,0.0,0,2,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
65,False,9,0,0,195,125,6,23157,False,False,38092,False,False,False,True,False,False,0.0,0.0,3,1,1,0.0,0.0,0.0,0,0,0,94,105,115,0,0,0,0,0,0,0,0,0
66,False,171,0,0,149,603,1,14173,False,False,9663,False,False,True,True,True,False,0.0,0.0,4,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
67,False,297,0,0,1852,1282,34,189132,False,False,119109,False,False,False,True,False,False,0.0,0.0,2,1,0,0.0,0.0,0.0,0,0,0,232,28,79,0,0,0,0,0,0,0,0,0
68,False,1,0,0,1758,7,6,34,False,False,79497,False,False,False,True,False,False,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,250,184,30,0,0,0,0,0,0,0,0,0
69,False,234,0,0,10,405,0,2522,False,False,723,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,192,222,237,29,161,242,192,222,237,221,238,246,51,51,51
70,False,479,0,0,31,754,0,57444,False,False,19691,False,False,False,True,False,False,0.0,0.0,1,1,1,0.0,0.0,0.0,0,0,0,171,184,194,0,0,0,0,0,0,0,0,0
71,False,42,0,0,63,196,0,19520,False,False,9455,False,False,False,True,False,False,0.0,0.0,3,1,1,0.0,0.0,0.0,0,0,0,245,171,181,0,0,0,0,0,0,0,0,0
72,False,220,0,0,349,1232,4,3423,False,False,4071,False,False,True,True,False,False,0.0,0.0,2,1,0,0.0,0.0,0.0,2,35,48,10,68,168,255,255,255,192,223,236,51,51,51
73,False,7249,0,0,0,20,0,120,False,False,9,False,False,True,True,True,False,0.0,0.0,1,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
74,False,749,0,0,70,182,0,34889,False,False,3534,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
75,False,601,0,0,10,405,0,2522,False,False,723,False,False,True,True,True,False,0.0,0.0,3,1,1,0.0,0.0,0.0,192,222,237,29,161,242,192,222,237,221,238,246,51,51,51
76,False,0,0,0,132544,960,1453,6502,True,True,76486,False,False,False,False,False,False,0.0,0.0,1,0,0,0.0,1.0,0.0,27,68,0,27,68,0,255,255,255,255,255,255,51,51,51
77,False,224,0,1,0,5,0,6,False,False,10,False,False,True,True,True,False,0.0,0.0,0,2,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
78,False,638,0,0,391,2953,2,46265,False,False,10618,False,True,True,True,False,False,0.0,0.0,3,1,1,0.0,0.0,0.0,178,223,218,255,127,174,0,0,0,221,238,246,51,51,51
79,False,0,0,0,198,377,1,58433,False,False,14245,False,False,True,False,True,False,1.0,0.0,0,0,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
80,False,36,0,0,209,358,9,15941,False,False,10034,False,False,True,True,True,False,0.0,0.0,4,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
81,False,303,0,0,17,285,1,1,False,False,4379,False,False,True,False,False,False,0.0,0.0,1,1,1,0.0,0.0,0.0,154,228,232,0,132,180,189,220,173,221,255,204,51,51,51
82,False,1578,0,0,88,176,0,3389,False,False,1536,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
83,False,1007,0,0,1850,1248,21,21932,True,False,37846,False,False,True,True,True,False,0.0,0.0,4,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
84,False,94,0,0,1003,436,8,27906,False,False,23299,False,False,True,True,True,False,0.0,0.0,1,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
85,False,88,0,0,26,803,0,7506,False,False,6244,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
86,False,5590,0,0,25,301,0,1111,False,False,3911,False,False,True,True,True,False,0.0,0.0,0,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
87,False,8149,0,0,103,682,1,9672,False,False,4439,False,False,True,False,True,False,0.0,0.0,2,1,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
88,False,0,1,0,410,647,14,10150,False,False,11953,False,False,True,True,True,False,0.0,0.0,0,0,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
89,False,271,0,0,61,61,5,11472,False,False,13066,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
90,False,423,0,0,10,5,0,1802,False,False,767,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
91,False,5179,0,0,14,53,0,748,False,False,32,False,False,True,False,True,False,0.0,0.0,0,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
92,False,226,0,0,192,296,1,6237,False,False,4477,False,False,True,True,True,False,0.0,0.0,3,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
93,False,0,0,0,978,2306,4,287395,False,False,63345,False,False,True,False,True,False,1.0,0.0,0,1,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
94,False,368,0,0,103,682,1,9672,False,False,4439,False,False,True,False,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
95,False,0,0,0,1348,1001,5,33758,True,False,17198,False,True,True,True,False,False,0.0,0.0,2,0,1,0.0,1.0,1.0,19,21,22,145,23,23,255,255,255,239,239,239,51,51,51
96,False,156,0,0,35,2587,3,40805,True,False,26988,False,False,True,True,False,False,0.0,0.0,3,1,1,0.0,0.0,0.0,59,148,217,0,130,127,255,255,255,219,42,33,92,12,15
97,False,2394,0,0,7,87,0,2181,False,False,762,False,False,True,True,True,False,0.0,0.0,5,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
98,False,665,0,0,270,547,4,69438,False,False,10841,False,True,True,True,False,False,0.0,0.0,0,1,0,0.0,0.0,0.0,19,21,22,0,153,153,238,238,238,239,239,239,51,51,51
99,False,7,0,0,1394,805,30,69286,False,False,87596,False,True,True,True,False,False,0.0,0.0,2,1,1,0.0,0.0,0.0,100,45,139,81,54,143,101,176,218,122,195,238,61,25,87
100,False,2,0,0,204,361,2,31088,False,False,21012,False,False,True,True,True,False,0.0,0.0,1,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
101,False,2892,0,0,105,19,0,12,False,False,18,False,False,True,True,True,False,0.0,0.0,1,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
102,False,8,0,0,487,1020,11,5769,False,False,4677,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
103,False,3780,0,0,8,139,1,95,False,False,4394,False,False,True,True,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
104,False,8041,0,0,24,111,1,21001,False,False,5156,False,False,True,True,False,False,0.0,0.0,1,1,1,0.0,0.0,0.0,192,222,237,145,210,250,0,0,0,0,0,0,0,0,0
105,False,0,1,0,29147,633,152,42633,False,False,10224,False,False,False,True,False,False,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,250,184,30,0,0,0,0,0,0,0,0,0
106,False,14138,0,0,76,120,3,13393,False,False,3163,False,False,False,True,False,False,0.0,0.0,4,1,1,0.0,0.0,0.0,0,0,0,152,28,235,0,0,0,0,0,0,0,0,0
107,False,15,0,0,12,1081,0,540,False,False,822,False,False,True,True,True,False,0.0,0.0,0,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
108,False,442,0,0,359,910,2,57452,True,False,25397,False,False,True,True,True,False,0.0,0.0,1,1,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
109,False,51,0,0,35,3148,0,170,False,False,393,False,False,True,True,True,False,0.0,0.0,3,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
110,False,0,0,0,1635,280,12,3737,False,False,1757,False,False,True,False,True,False,1.0,0.0,0,3,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
111,False,0,0,0,36,363,8,1837,False,False,8291,False,False,True,False,True,False,0.0,0.0,2,0,0,0.0,0.0,0.0,192,222,237,29,161,242,192,222,237,221,238,246,51,51,51
112,False,3680,0,0,10,198,3,8714,False,False,3802,False,False,True,True,True,False,0.0,0.0,3,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
113,False,5,0,0,229,125,10,13702,False,False,67853,False,True,True,False,False,False,0.0,0.0,0,1,1,0.0,0.0,0.0,255,255,255,0,0,0,255,255,255,120,192,168,206,120,52
114,False,7,0,0,38,227,1,26448,False,False,7492,False,False,True,True,True,False,0.0,0.0,3,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
115,False,288,0,0,3,387,2,54923,False,False,17886,False,False,True,True,True,False,0.0,0.0,1,1,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
116,False,48,0,0,618,677,5,2531,False,False,396,False,False,True,True,True,False,0.0,0.0,5,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
117,False,1,0,0,5873,4840,70,223866,True,False,97140,False,False,False,True,False,False,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,15,14,14,0,0,0,0,0,0,0,0,0
118,False,0,3,0,15996,412,27,26439,False,False,2541,False,False,False,True,False,False,0.0,0.0,1,0,0,0.0,0.0,0.0,0,0,0,27,149,224,0,0,0,0,0,0,0,0,0
119,False,0,1,0,931,526,4,4779,False,False,3110,False,False,True,True,True,False,0.0,0.0,0,0,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
120,False,153,0,0,278,2124,2,381781,True,False,140081,False,False,True,True,True,False,0.0,0.0,0,1,0,0.0,0.0,0.0,192,222,237,29,161,242,192,222,237,221,238,246,51,51,51
121,False,3,0,0,298,691,1,5337,False,False,2858,False,False,True,True,True,False,0.0,0.0,0,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
122,False,2082,0,0,447,95,5,61372,False,False,42981,False,False,True,True,True,False,0.0,0.0,3,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
123,False,679,0,0,513,1084,7,65119,True,False,29483,False,False,True,True,True,False,0.0,0.0,1,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
124,False,10605,0,0,65,137,0,41887,False,False,7289,False,False,True,True,True,False,0.0,0.0,0,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
125,False,77,0,0,301,1401,4,80528,False,False,79880,False,False,False,True,False,False,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,152,28,235,0,0,0,0,0,0,0,0,0
126,False,0,0,0,806,715,19,32487,False,False,43330,False,True,True,True,False,False,0.0,0.0,0,0,0,0.0,0.0,0.0,207,240,158,22,173,255,255,255,255,27,87,127,178,223,253
127,False,142,0,0,72,270,0,16848,False,False,2743,False,False,True,True,True,False,0.0,0.0,0,1,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
128,False,515,0,0,45,321,1,33012,False,False,13066,False,False,True,False,False,False,0.0,0.0,1,1,1,0.0,0.0,0.0,0,0,0,171,184,194,0,0,0,221,238,246,51,51,51
129,False,459,0,0,125,373,0,2507,False,False,2603,False,False,False,True,False,False,0.0,0.0,0,1,1,0.0,0.0,0.0,0,0,0,152,28,235,0,0,0,0,0,0,0,0,0
130,False,0,0,0,14,75,0,2181,False,False,346,False,False,True,True,True,False,0.0,0.0,0,0,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
131,False,1776,0,0,152,2030,0,137597,False,False,4214,False,False,True,False,True,False,0.0,0.0,0,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
132,False,28,0,0,14,96,0,386,False,False,90,False,False,True,False,True,False,0.0,0.0,2,1,1,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
133,False,1,0,0,5810,5417,37,8133,False,False,2198,False,False,False,False,False,False,0.0,0.0,2,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,False,896,0,0,122,197,0,50493,False,False,12245,False,False,True,True,True,False,0.0,0.0,0,1,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
135,False,90,0,0,61,586,0,21492,False,False,5478,False,False,True,True,True,False,0.0,0.0,0,1,0,0.0,0.0,0.0,245,248,250,29,161,242,192,222,237,221,238,246,51,51,51
